filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
garden_image_11.png,11689620,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,2,"{""name"":""rect"",""x"":758,""y"":2924,""width"":114,""height"":228}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_11.png,11689620,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,3,"{""name"":""rect"",""x"":595,""y"":3377,""width"":206,""height"":253}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_11.png,11689620,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,4,"{""name"":""rect"",""x"":1329,""y"":3658,""width"":202,""height"":173}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_11.png,11689620,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,5,"{""name"":""rect"",""x"":571,""y"":3144,""width"":108,""height"":139}","{""name"":""grass"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_11.png,11689620,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,6,"{""name"":""rect"",""x"":342,""y"":3625,""width"":167,""height"":200}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,0,"{""name"":""rect"",""x"":1469,""y"":1251,""width"":669,""height"":776}","{""name"":""Cassava"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,1,"{""name"":""rect"",""x"":315,""y"":931,""width"":553,""height"":766}","{""name"":""Sugarcane"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,2,"{""name"":""rect"",""x"":819,""y"":1838,""width"":339,""height"":407}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,3,"{""name"":""rect"",""x"":1369,""y"":2663,""width"":220,""height"":436}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,4,"{""name"":""rect"",""x"":585,""y"":3236,""width"":269,""height"":163}","{""name"":""grass"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,5,"{""name"":""rect"",""x"":948,""y"":3309,""width"":353,""height"":230}","{""name"":""grass"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,6,"{""name"":""rect"",""x"":326,""y"":3535,""width"":310,""height"":293}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,7,"{""name"":""rect"",""x"":450,""y"":3020,""width"":100,""height"":147}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,8,"{""name"":""rect"",""x"":86,""y"":2700,""width"":424,""height"":379}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,9,"{""name"":""rect"",""x"":742,""y"":2851,""width"":242,""height"":253}","{""name"":""grass"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,10,"{""name"":""rect"",""x"":41,""y"":2443,""width"":249,""height"":216}","{""name"":""grass"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,11,"{""name"":""rect"",""x"":477,""y"":1867,""width"":320,""height"":297}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,12,"{""name"":""rect"",""x"":45,""y"":1392,""width"":141,""height"":255}","{""name"":""sugarcane"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,13,"{""name"":""rect"",""x"":1449,""y"":1082,""width"":137,""height"":151}","{""name"":""cassava"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,14,"{""name"":""rect"",""x"":1361,""y"":954,""width"":116,""height"":104}","{""name"":""cassava"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,15,"{""name"":""rect"",""x"":312,""y"":2445,""width"":161,""height"":232}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,16,"{""name"":""rect"",""x"":1159,""y"":2299,""width"":226,""height"":355}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,17,"{""name"":""rect"",""x"":958,""y"":1608,""width"":196,""height"":204}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,18,"{""name"":""rect"",""x"":1121,""y"":1351,""width"":90,""height"":208}","{""name"":""sugarcane"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,19,"{""name"":""rect"",""x"":886,""y"":2274,""width"":145,""height"":151}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,20,"{""name"":""rect"",""x"":1106,""y"":3595,""width"":465,""height"":230}","{""name"":""grass"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_15.png,17650233,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,21,"{""name"":""rect"",""x"":175,""y"":1881,""width"":192,""height"":234}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_16.png,16662974,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,0,"{""name"":""rect"",""x"":499,""y"":1149,""width"":970,""height"":858}","{""name"":""cassava"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_16.png,16662974,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,1,"{""name"":""rect"",""x"":58,""y"":1605,""width"":388,""height"":514}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_16.png,16662974,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,2,"{""name"":""rect"",""x"":1508,""y"":2245,""width"":616,""height"":1556}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_16.png,16662974,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,3,"{""name"":""rect"",""x"":78,""y"":2279,""width"":611,""height"":882}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_16.png,16662974,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,4,"{""name"":""rect"",""x"":718,""y"":2104,""width"":407,""height"":480}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_16.png,16662974,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,5,"{""name"":""rect"",""x"":1896,""y"":1377,""width"":257,""height"":388}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_16.png,16662974,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,6,"{""name"":""rect"",""x"":1522,""y"":1619,""width"":228,""height"":364}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_16.png,16662974,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,7,"{""name"":""rect"",""x"":990,""y"":3087,""width"":385,""height"":547}","{""name"":""grass"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_16.png,16662974,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,8,"{""name"":""rect"",""x"":18,""y"":3411,""width"":251,""height"":403}","{""name"":""grass"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_16.png,16662974,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,9,"{""name"":""rect"",""x"":401,""y"":3338,""width"":335,""height"":453}","{""name"":""grass"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_16.png,16662974,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,10,"{""name"":""rect"",""x"":196,""y"":1359,""width"":105,""height"":165}","{""name"":""sugarcane"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,0,"{""name"":""rect"",""x"":1721,""y"":1367,""width"":427,""height"":567}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,1,"{""name"":""rect"",""x"":392,""y"":2264,""width"":974,""height"":1443}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,2,"{""name"":""rect"",""x"":480,""y"":1459,""width"":257,""height"":296}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,3,"{""name"":""rect"",""x"":1236,""y"":402,""width"":664,""height"":684}","{""name"":""sugarcane"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,4,"{""name"":""rect"",""x"":913,""y"":1263,""width"":367,""height"":652}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,5,"{""name"":""rect"",""x"":23,""y"":3101,""width"":244,""height"":613}","{""name"":""grass"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,6,"{""name"":""rect"",""x"":1331,""y"":1956,""width"":364,""height"":425}","{""name"":""grass"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,7,"{""name"":""rect"",""x"":1801,""y"":2043,""width"":323,""height"":516}","{""name"":""grass"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,8,"{""name"":""rect"",""x"":1906,""y"":3152,""width"":219,""height"":511}","{""name"":""grass"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,9,"{""name"":""rect"",""x"":427,""y"":1799,""width"":125,""height"":209}","{""name"":""cassava"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,10,"{""name"":""rect"",""x"":150,""y"":1526,""width"":117,""height"":298}","{""name"":""cassava"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,11,"{""name"":""rect"",""x"":74,""y"":1376,""width"":81,""height"":140}","{""name"":""cassava"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,12,"{""name"":""rect"",""x"":1738,""y"":2615,""width"":399,""height"":466}","{""name"":""grass"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,13,"{""name"":""rect"",""x"":1331,""y"":1722,""width"":224,""height"":137}","{""name"":""grass"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,14,"{""name"":""rect"",""x"":2043,""y"":1038,""width"":102,""height"":300}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,15,"{""name"":""rect"",""x"":1478,""y"":1155,""width"":122,""height"":209}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,16,"{""name"":""rect"",""x"":679,""y"":1038,""width"":109,""height"":277}","{""name"":""sugarcane"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,17,"{""name"":""rect"",""x"":343,""y"":1554,""width"":120,""height"":219}","{""name"":""cassava"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_17.png,16830904,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,18,"{""name"":""rect"",""x"":122,""y"":896,""width"":92,""height"":229}","{""name"":""cassava"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_18.png,13394407,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":907,""y"":1799,""width"":1222,""height"":1959}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_18.png,13394407,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":0,""y"":1653,""width"":693,""height"":1125}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_18.png,13394407,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":115,""y"":3003,""width"":380,""height"":505}","{""name"":""grass"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_18.png,13394407,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":563,""y"":1456,""width"":186,""height"":170}","{""name"":""cassava"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_47.png,15295067,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""rect"",""x"":945,""y"":2676,""width"":1202,""height"":1047}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_47.png,15295067,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""rect"",""x"":15,""y"":2676,""width"":887,""height"":1144}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
garden_image_47.png,15295067,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""rect"",""x"":844,""y"":1610,""width"":1076,""height"":979}","{""name"":""corn"",""type"":""plant"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
